1.96117	0.60557	0.86363	-1.27017	-0.769178352
-0.99204	-0.65550	-0.36410	-0.47273	0.309871881
-0.37679	-0.26657	0.16969	-0.07401	0.019727665
1.09982	-0.87943	0.59673	-0.19669	0.172973573
-0.00764	-0.96193	0.54335	0.23270	-0.223843708
-0.62289	-1.42157	-0.25734	-0.47273	0.672014031
-0.49984	0.03986	-0.63100	-0.04333	-0.00172721
1.22287	1.40700	0.54335	0.66209	0.931568075
0.73067	-0.59657	0.86363	0.72344	-0.431581324
1.09982	0.27557	1.45081	0.14069	0.038770388
2.33032	2.30272	1.66433	2.04228	4.702795841
0.11541	1.48950	0.22307	-0.81010	-1.206652833
0.60762	1.44236	0.54335	0.96880	1.397361198
0.97677	1.34808	0.48997	-0.81010	-1.092080744
0.85372	-0.01907	-1.27156	-1.73023	0.032997095
0.11541	-0.12514	0.70349	-0.56474	0.07067275
-0.62289	0.02807	0.54335	0.23270	0.006532429
-0.62289	0.99450	0.27645	0.44740	0.444938644
-0.25374	0.52307	1.07715	-1.17815	-0.616260277
-0.99204	-0.16050	-0.79114	-0.87145	0.139866859
1.59202	2.38522	2.41164	0.63142	1.506082351
-0.25374	0.75879	0.65011	-0.44205	-0.335425626
-1.60729	-1.94015	-0.47086	-0.01266	0.024569226
0.97677	0.29914	1.39743	1.79691	0.537535641
-0.37679	-0.53764	-0.41748	0.81545	-0.438420071
-1.23814	-0.46693	-0.31072	0.07935	-0.03705024
-0.00764	0.24022	-0.47086	-0.16602	-0.039879947
1.09982	1.40700	1.23729	1.67423	2.355646768
-0.13069	-1.29193	-0.52424	-0.19669	0.254107666
-0.86899	0.62914	0.27645	0.75411	0.474441794
-1.23814	0.19307	-1.59184	0.38606	0.074536854
1.83812	0.53486	1.34405	0.17136	0.091653995
-0.99204	-0.93836	-1.11142	1.15283	-1.08176439
0.60762	0.38164	-0.04382	0.01801	0.006872339
-0.99204	0.16950	-0.47086	0.07935	0.013449684
-1.48424	-1.05622	-1.21818	-1.30084	1.37396435
0.36152	1.25379	-0.25734	-0.38071	-0.477333724
-0.74594	-1.46872	-0.04382	-0.44205	0.649253004
-0.62289	0.16950	-0.25734	0.69276	0.117424174
0.48457	-0.49050	0.59673	0.17136	-0.084052714
-0.00764	-0.43157	-1.59184	-0.84077	0.3628547
-0.00764	-0.56122	-1.75198	-0.50340	0.282513442
-1.11509	-2.04622	-1.11142	-1.30084	2.661795222
1.22287	0.39343	0.54335	-0.41138	-0.161850687
-0.37679	-0.73800	0.81025	0.93813	-0.692341445
-0.37679	-0.62014	-0.36410	-1.33151	0.825725805
-0.13069	-1.02086	0.65011	1.12216	-1.145562212
0.48457	0.94736	0.00955	-1.60754	-1.522922667
-0.37679	-0.98550	-1.16480	-2.06761	2.037629073
-0.00764	-0.14871	1.13053	-0.68742	0.102229163
-0.13069	-0.56122	1.71771	0.93813	-0.526492987
1.59202	3.09236	0.75687	0.93813	2.901041802
-0.00764	-0.72622	0.16969	-0.87145	0.632857093
-1.23814	-0.51407	-1.11142	-0.99413	0.511053721
-1.73034	-1.33907	-1.27156	-0.84077	1.125859405
-1.48424	-1.32729	-1.00466	0.53941	-0.71595311
0.36152	1.17129	-0.31072	1.42886	1.673611378
2.08422	0.02807	-0.04382	0.20203	0.005671439
-0.99204	-0.25479	-0.63100	1.24484	-0.317167112
1.22287	1.72522	1.07715	1.18350	2.041790813
-1.36119	-0.53764	-0.73776	-0.10468	0.05627834
0.36152	-0.39621	0.38321	-0.07401	0.029321926
-0.86899	-0.70264	-1.16480	0.57008	-0.400564108
0.23847	-0.01907	0.16969	1.18350	-0.022570421
-0.13069	0.38164	-1.16480	0.57008	0.217568208
0.85372	-0.41979	-0.63100	-1.48486	0.623324085
-0.74594	-0.82050	-1.59184	-1.45419	1.19316503
-0.13069	1.43058	-0.36410	0.44740	0.640036613
-0.49984	0.15772	-0.25734	-0.68742	-0.108416667
-1.11509	-1.42157	-0.79114	-1.23949	1.762033694
-0.37679	-1.09157	-0.41748	-2.34364	2.558258128
-0.62289	0.64093	-0.84452	-1.63821	-1.049981945
-0.62289	-0.52586	0.00955	0.41673	-0.21913932
1.09982	1.19486	1.13053	1.09148	1.304171516
-0.25374	-0.78514	0.59673	0.29404	-0.230867076
0.11541	0.55843	-0.31072	-1.82224	-1.017593874
-1.36119	-0.32550	-1.59184	-2.25163	0.732906228
0.60762	-0.77336	-0.47086	0.11002	-0.085084522
1.22287	2.51486	1.87785	1.39819	3.516262453
-0.62289	-0.39621	-1.53846	-0.77943	0.308822819
-1.23814	-0.01907	-1.27156	0.53941	-0.010287075
0.36152	-1.13872	-1.37832	-0.10468	0.119196192
0.60762	0.93557	0.27645	0.75411	0.705521907
0.23847	0.32272	0.54335	1.49020	0.480912161
-1.73034	-0.98550	-1.11142	0.17136	-0.168876643
-0.13069	0.86486	0.00955	0.66209	0.572617973
-0.25374	-0.25479	-0.52424	1.24484	-0.317167112
0.23847	1.47772	-0.20396	0.14069	0.207900616
-0.25374	-0.64372	-0.15058	-1.94492	1.251976356
-1.73034	-1.62193	-1.75198	0.23270	-0.3774278
-0.13069	-0.72622	0.16969	0.11002	-0.079897876
1.83812	0.87665	2.46502	0.29404	0.257772482
-1.85339	-1.61015	-1.80536	-0.31937	0.514234553
-0.13069	-0.05443	-0.15058	-0.07401	0.004027966
0.36152	-0.47871	-0.25734	-0.74876	0.358443635
-0.99204	-0.57300	-1.32494	-0.50340	0.288446338
0.23847	0.79415	0.91701	-0.16602	-0.131841985
-0.49984	-0.69086	0.06293	0.29404	-0.203142846
-0.99204	-0.85586	-1.43170	0.23270	-0.199160551
-0.13069	0.16950	0.06293	-1.02480	-0.1737044
1.46897	0.47593	0.59673	0.57008	0.271318844
-0.00764	0.35807	-0.41748	0.57008	0.204130548
0.48457	-0.21943	-0.41748	0.66209	-0.145282233
-1.97644	-1.90479	-1.80536	-1.79157	3.412561443
1.09982	1.08879	0.38321	0.75411	0.821061964
0.48457	1.39522	1.98461	-0.62608	-0.873516909
-0.49984	-0.24300	0.27645	-0.10468	0.025436255
0.85372	0.51129	-0.09720	-1.69956	-0.86896177
0.60762	-0.74979	-0.41748	-1.14748	0.86036729
-0.37679	0.09879	-0.20396	0.38606	0.038137155
-0.74594	-0.73800	-0.31072	0.53941	-0.398085526
-0.25374	1.24200	0.16969	-0.93279	-1.158524515
-0.74594	-0.56122	-0.36410	-0.10468	0.058745706
1.83812	1.57200	0.75687	1.49020	2.342607684
-0.86899	0.14593	-0.31072	0.90746	0.132425074
